Order ID,Segment,Payment Mode,Ship Mode,Category,Sub-Category,Quantity,Sales
CA-2019-159142,Home Office,COD,First Class,Technology,Phones,3,149.97
CA-2019-159142,Home Office,Online,First Class,Office Supplies,Paper,3,27.81
CA-2019-167115,Consumer,COD,Standard Class,Office Supplies,Binders,2,588.784
CA-2019-123050,Home Office,Online,Second Class,Furniture,Furnishings,2,82.64
CA-2019-123050,Home Office,COD,Second Class,Office Supplies,Storage,2,31.02
CA-2019-123050,Home Office,COD,Second Class,Technology,Accessories,3,89.97
CA-2019-159695,Home Office,COD,Second Class,Office Supplies,Storage,7,158.368
CA-2019-161907,Consumer,COD,Standard Class,Technology,Phones,3,118.782
CA-2019-161907,Consumer,Online,Standard Class,Office Supplies,Supplies,4,769.184
US-2019-150140,Home Office,COD,Standard Class,Technology,Phones,5,1294.75
CA-2019-110499,Corporate,Online,First Class,Technology,Copiers,3,1199.976
CA-2019-120530,Corporate,Online,Standard Class,Furniture,Chairs,3,658.746
CA-2019-132899,Consumer,Online,Standard Class,Office Supplies,Art,2,3.64
CA-2019-154998,Corporate,COD,First Class,Office Supplies,Paper,2,37.94
CA-2019-114405,Consumer,COD,Standard Class,Office Supplies,Appliances,3,33.528
CA-2019-114405,Consumer,COD,Standard Class,Office Supplies,Storage,3,36.744
CA-2019-138520,Consumer,COD,Standard Class,Furniture,Bookcases,6,388.704
CA-2019-138520,Consumer,Online,Standard Class,Office Supplies,Envelopes,2,8.26
CA-2019-138520,Consumer,Online,Standard Class,Office Supplies,Art,4,17.04
CA-2019-138520,Consumer,Online,Standard Class,Office Supplies,Paper,5,34.4
CA-2019-130477,Consumer,COD,Standard Class,Office Supplies,Paper,3,20.04
CA-2019-130477,Consumer,COD,Standard Class,Office Supplies,Storage,2,64.96
CA-2019-130477,Consumer,COD,Standard Class,Office Supplies,Paper,2,12.96
CA-2019-130946,Consumer,COD,Standard Class,Technology,Accessories,9,431.928
CA-2019-130946,Consumer,COD,Standard Class,Furniture,Chairs,4,95.984
CA-2019-130946,Consumer,Online,Standard Class,Office Supplies,Binders,4,1088.792
CA-2019-104969,Home Office,Online,Standard Class,Office Supplies,Envelopes,1,8.872
CA-2019-104969,Home Office,COD,Standard Class,Office Supplies,Binders,6,121.104
CA-2019-124233,Consumer,Online,Standard Class,Furniture,Furnishings,5,24.7
CA-2019-150000,Consumer,COD,Standard Class,Office Supplies,Envelopes,4,17.92
US-2019-106600,Consumer,COD,First Class,Furniture,Bookcases,5,354.9
CA-2019-134789,Home Office,COD,Standard Class,Office Supplies,Fasteners,6,30.0
CA-2019-134789,Home Office,Online,Standard Class,Office Supplies,Paper,4,25.92
CA-2019-134789,Home Office,COD,Standard Class,Furniture,Furnishings,4,159.92
CA-2019-126809,Corporate,COD,Standard Class,Office Supplies,Binders,9,35.352
CA-2019-128517,Home Office,Online,Second Class,Technology,Phones,2,517.9
CA-2019-128517,Home Office,COD,Second Class,Office Supplies,Binders,2,5.28
CA-2019-117681,Consumer,COD,Standard Class,Furniture,Bookcases,5,556.665
US-2019-114622,Corporate,COD,First Class,Office Supplies,Binders,2,8.904
CA-2019-124814,Corporate,COD,Standard Class,Office Supplies,Paper,2,12.96
CA-2019-124814,Corporate,COD,Standard Class,Office Supplies,Binders,5,23.2
CA-2019-123358,Consumer,COD,Standard Class,Office Supplies,Appliances,3,113.76
CA-2019-123358,Consumer,COD,Standard Class,Office Supplies,Storage,3,579.51
CA-2019-123358,Consumer,COD,Standard Class,Office Supplies,Storage,9,150.66
CA-2019-123358,Consumer,Online,Standard Class,Office Supplies,Binders,4,48.032
CA-2019-109652,Corporate,COD,Standard Class,Office Supplies,Art,4,13.568
CA-2019-112102,Consumer,COD,Standard Class,Furniture,Tables,4,343.92
CA-2019-112102,Consumer,COD,Standard Class,Office Supplies,Paper,1,40.99
CA-2019-112102,Consumer,COD,Standard Class,Office Supplies,Envelopes,5,63.9
CA-2019-142398,Consumer,Online,Standard Class,Furniture,Chairs,7,638.288
CA-2019-142398,Consumer,COD,Standard Class,Office Supplies,Binders,1,13.208
CA-2019-163594,Consumer,Online,First Class,Office Supplies,Paper,3,19.44
CA-2019-163594,Consumer,COD,First Class,Furniture,Chairs,3,194.352
CA-2019-163594,Consumer,COD,First Class,Office Supplies,Binders,3,36.624
CA-2019-124254,Corporate,Online,Standard Class,Office Supplies,Storage,3,129.552
CA-2019-124254,Corporate,COD,Standard Class,Office Supplies,Storage,1,51.984
CA-2019-124254,Corporate,COD,Standard Class,Office Supplies,Paper,3,10.272
CA-2019-152800,Consumer,COD,First Class,Office Supplies,Envelopes,3,6.12
CA-2019-148796,Consumer,Online,Standard Class,Furniture,Chairs,5,383.8
CA-2019-112669,Consumer,COD,Same Day,Furniture,Chairs,4,933.536
CA-2019-112669,Consumer,COD,Same Day,Office Supplies,Storage,4,42.976
CA-2019-164735,Consumer,COD,Second Class,Office Supplies,Storage,5,81.2
CA-2019-166625,Consumer,COD,First Class,Office Supplies,Binders,2,25.06
US-2019-123750,Home Office,COD,Standard Class,Office Supplies,Binders,2,189.588
US-2019-123750,Home Office,COD,Standard Class,Technology,Accessories,7,408.744
US-2019-123750,Home Office,COD,Standard Class,Technology,Accessories,5,291.96
US-2019-123750,Home Office,COD,Standard Class,Office Supplies,Storage,2,4.768
CA-2019-136406,Consumer,Online,Second Class,Furniture,Chairs,2,1121.568
US-2019-132423,Corporate,COD,Standard Class,Office Supplies,Art,7,33.488
US-2019-132423,Corporate,COD,Standard Class,Office Supplies,Fasteners,5,8.04
CA-2019-117849,Home Office,COD,Second Class,Office Supplies,Paper,3,143.7
US-2019-164588,Consumer,COD,Standard Class,Office Supplies,Art,3,12.84
US-2019-107440,Corporate,COD,Standard Class,Technology,Machines,7,9099.93
US-2019-107440,Corporate,COD,Standard Class,Furniture,Furnishings,2,9.96
US-2019-107440,Corporate,COD,Standard Class,Office Supplies,Binders,5,25.3
CA-2019-105473,Consumer,COD,Second Class,Office Supplies,Supplies,3,28.8
CA-2019-166282,Consumer,Online,Standard Class,Technology,Accessories,4,35.168
CA-2019-166282,Consumer,COD,Standard Class,Office Supplies,Paper,7,123.088
CA-2019-149111,Home Office,Online,Second Class,Technology,Phones,1,36.792
CA-2019-149111,Home Office,COD,Second Class,Furniture,Furnishings,8,18.624
US-2019-133508,Home Office,Online,Standard Class,Office Supplies,Fasteners,5,29.05
CA-2019-108735,Consumer,COD,Standard Class,Furniture,Bookcases,3,257.499
US-2019-159415,Corporate,COD,Standard Class,Furniture,Furnishings,5,79.12
CA-2019-155551,Home Office,Online,Standard Class,Office Supplies,Storage,3,230.376
CA-2019-155551,Home Office,COD,Standard Class,Office Supplies,Paper,2,9.664
CA-2019-139381,Consumer,Online,Standard Class,Office Supplies,Appliances,4,203.92
CA-2019-139381,Consumer,COD,Standard Class,Technology,Phones,4,29.56
CA-2019-125087,Corporate,Online,Standard Class,Furniture,Chairs,4,344.372
CA-2019-125087,Corporate,COD,Standard Class,Office Supplies,Storage,3,1554.936
CA-2019-125087,Corporate,COD,Standard Class,Furniture,Furnishings,5,127.88
CA-2019-144785,Corporate,COD,Standard Class,Office Supplies,Art,3,6.99
CA-2019-144785,Corporate,Online,Standard Class,Office Supplies,Supplies,1,6.84
US-2019-161396,Home Office,COD,Standard Class,Furniture,Tables,2,205.176
US-2019-161396,Home Office,COD,Standard Class,Office Supplies,Paper,5,419.4
US-2019-115819,Consumer,Cards,Second Class,Technology,Phones,5,39.96
US-2019-115819,Consumer,Online,Second Class,Office Supplies,Art,3,5.46
US-2019-115819,Consumer,Online,Second Class,Office Supplies,Art,5,73.2
US-2019-115819,Consumer,Online,Second Class,Office Supplies,Binders,1,5.84
US-2019-115819,Consumer,COD,Second Class,Office Supplies,Paper,4,22.72
US-2019-115819,Consumer,COD,Second Class,Office Supplies,Binders,3,9.336
CA-2019-109666,Consumer,Online,Standard Class,Technology,Phones,2,25.98
CA-2019-109666,Consumer,Online,Standard Class,Office Supplies,Art,2,3.28
CA-2019-109666,Consumer,Online,Standard Class,Office Supplies,Storage,4,459.88
CA-2019-109666,Consumer,Online,Standard Class,Office Supplies,Supplies,2,7.76
CA-2019-109666,Consumer,COD,Standard Class,Office Supplies,Art,2,71.96
CA-2019-109666,Consumer,COD,Standard Class,Office Supplies,Supplies,5,54.9
CA-2019-109666,Consumer,COD,Standard Class,Office Supplies,Binders,2,9.28
US-2019-103646,Corporate,Cards,Standard Class,Office Supplies,Storage,4,102.336
US-2019-103646,Corporate,Online,Standard Class,Office Supplies,Appliances,3,48.792
US-2019-103646,Corporate,Cards,Standard Class,Office Supplies,Binders,8,44.848
CA-2019-151498,Consumer,COD,First Class,Office Supplies,Binders,5,8.32
CA-2019-146423,Consumer,Online,Same Day,Office Supplies,Art,3,15.48
CA-2019-146423,Consumer,Cards,Same Day,Office Supplies,Paper,8,51.84
CA-2019-109869,Home Office,Cards,Standard Class,Furniture,Furnishings,5,23.56
CA-2019-109869,Home Office,Online,Standard Class,Furniture,Tables,6,1272.63
CA-2019-109869,Home Office,Online,Standard Class,Office Supplies,Binders,5,28.485
CA-2019-109869,Home Office,COD,Standard Class,Office Supplies,Supplies,2,185.376
CA-2019-109869,Home Office,COD,Standard Class,Office Supplies,Appliances,2,78.272
CA-2019-113061,Home Office,COD,Standard Class,Furniture,Furnishings,2,86.62
CA-2019-109057,Home Office,Online,Standard Class,Office Supplies,Storage,2,23.952
CA-2019-147578,Consumer,Online,Second Class,Furniture,Furnishings,3,31.56
CA-2019-101329,Consumer,COD,Standard Class,Office Supplies,Art,9,32.13
CA-2019-101329,Consumer,Online,Standard Class,Office Supplies,Art,1,2.88
CA-2019-162138,Corporate,Online,Standard Class,Office Supplies,Binders,6,251.52
CA-2019-162138,Corporate,Cards,Standard Class,Technology,Accessories,1,99.99
CA-2019-130001,Corporate,COD,Standard Class,Office Supplies,Paper,5,36.24
CA-2019-124149,Consumer,Online,First Class,Office Supplies,Paper,6,108.336
CA-2019-124149,Consumer,Cards,First Class,Office Supplies,Storage,5,55.92
CA-2019-124149,Consumer,Cards,First Class,Office Supplies,Paper,2,78.304
CA-2019-126270,Consumer,Cards,Standard Class,Office Supplies,Binders,7,18.088
CA-2019-126270,Consumer,COD,Standard Class,Office Supplies,Envelopes,3,71.97
CA-2019-168081,Home Office,Cards,Second Class,Technology,Accessories,3,258.696
CA-2019-138933,Consumer,Online,First Class,Office Supplies,Binders,1,3.984
CA-2019-149279,Home Office,Cards,Standard Class,Office Supplies,Paper,3,15.552
CA-2019-149279,Home Office,Cards,Standard Class,Furniture,Chairs,6,1325.76
CA-2019-149279,Home Office,COD,Standard Class,Office Supplies,Binders,2,3.108
US-2019-150147,Consumer,COD,Second Class,Technology,Phones,2,82.8
US-2019-150147,Consumer,COD,Second Class,Office Supplies,Binders,2,20.724
US-2019-150147,Consumer,Online,Second Class,Office Supplies,Binders,3,4.896
CA-2019-139556,Home Office,Online,Standard Class,Furniture,Chairs,3,434.646
CA-2019-161816,Corporate,Online,First Class,Technology,Phones,3,369.576
CA-2019-161816,Corporate,Cards,First Class,Office Supplies,Labels,4,15.712
CA-2019-152814,Home Office,COD,Standard Class,Office Supplies,Paper,3,29.472
CA-2019-137204,Corporate,Cards,Standard Class,Furniture,Chairs,2,41.568
CA-2019-167605,Consumer,COD,Second Class,Furniture,Furnishings,2,30.344
CA-2019-154788,Consumer,Online,Standard Class,Office Supplies,Binders,2,7.712
US-2019-120460,Home Office,Online,Standard Class,Furniture,Furnishings,3,22.608
CA-2019-144792,Corporate,Online,Standard Class,Furniture,Furnishings,7,111.888
CA-2019-164784,Consumer,Cards,First Class,Office Supplies,Labels,1,3.984
CA-2019-164784,Consumer,Cards,First Class,Furniture,Tables,3,370.62
CA-2019-164784,Consumer,Online,First Class,Office Supplies,Binders,2,2.742
CA-2019-101525,Consumer,COD,Second Class,Office Supplies,Paper,2,109.92
CA-2019-101525,Consumer,Online,Second Class,Office Supplies,Paper,3,19.44
CA-2019-101525,Consumer,COD,Second Class,Office Supplies,Art,2,11.16
CA-2019-148698,Consumer,Cards,Standard Class,Office Supplies,Art,3,86.352
CA-2019-146836,Consumer,Cards,Same Day,Office Supplies,Storage,3,44.94
CA-2019-146836,Consumer,Online,Same Day,Office Supplies,Binders,3,45.576
CA-2019-154060,Consumer,COD,Standard Class,Furniture,Chairs,9,187.056
CA-2019-104311,Consumer,Cards,Standard Class,Office Supplies,Storage,3,18.936
CA-2019-104311,Consumer,COD,Standard Class,Office Supplies,Storage,3,12.672
CA-2019-104311,Consumer,Online,Standard Class,Office Supplies,Labels,2,5.04
CA-2019-109400,Consumer,COD,Standard Class,Furniture,Chairs,4,366.744
CA-2019-158155,Corporate,Online,Standard Class,Furniture,Furnishings,2,12.56
CA-2019-158155,Corporate,Cards,Standard Class,Office Supplies,Binders,3,90.48
CA-2019-158155,Corporate,Online,Standard Class,Office Supplies,Paper,2,13.08
CA-2019-158155,Corporate,Cards,Standard Class,Furniture,Furnishings,5,214.7
CA-2019-163398,Consumer,Cards,Standard Class,Office Supplies,Binders,1,2.182
CA-2019-163398,Consumer,Cards,Standard Class,Office Supplies,Art,7,27.384
CA-2019-163398,Consumer,COD,Standard Class,Office Supplies,Appliances,3,26.406
CA-2019-129280,Consumer,Cards,First Class,Technology,Accessories,5,132.52
CA-2019-129280,Consumer,Cards,First Class,Office Supplies,Storage,5,195.64
CA-2019-129280,Consumer,COD,First Class,Furniture,Furnishings,2,51.968
CA-2019-129280,Consumer,Online,First Class,Technology,Accessories,3,431.976
CA-2019-129280,Consumer,Cards,First Class,Technology,Machines,3,224.937
CA-2019-129280,Consumer,Cards,First Class,Office Supplies,Labels,2,6.0
CA-2019-145247,Consumer,Cards,First Class,Office Supplies,Paper,3,79.14
CA-2019-112676,Corporate,COD,First Class,Office Supplies,Paper,3,14.352
CA-2019-137729,Home Office,COD,Standard Class,Office Supplies,Storage,1,5.98
CA-2019-137729,Home Office,Cards,Standard Class,Technology,Phones,3,246.168
CA-2019-160500,Consumer,Cards,First Class,Office Supplies,Binders,5,6.72
CA-2019-160500,Consumer,Cards,First Class,Furniture,Tables,3,298.776
US-2019-147991,Consumer,COD,Standard Class,Furniture,Furnishings,5,16.72
CA-2019-126165,Consumer,Cards,Second Class,Furniture,Tables,2,71.088
US-2019-102239,Corporate,Cards,First Class,Furniture,Tables,6,1685.88
US-2019-102239,Corporate,Online,First Class,Office Supplies,Binders,2,5.728
CA-2019-105662,Home Office,COD,Standard Class,Office Supplies,Paper,4,93.248
CA-2019-105662,Home Office,Cards,Standard Class,Technology,Phones,3,177.48
CA-2019-118052,Home Office,COD,Standard Class,Office Supplies,Fasteners,2,7.216
CA-2019-118052,Home Office,Cards,Standard Class,Office Supplies,Paper,2,49.568
CA-2019-118052,Home Office,Cards,Standard Class,Furniture,Furnishings,7,54.712
CA-2019-139234,Consumer,Online,Standard Class,Office Supplies,Binders,2,3.208
CA-2019-139234,Consumer,Cards,Standard Class,Technology,Accessories,2,26.176
US-2019-146857,Home Office,COD,Second Class,Office Supplies,Appliances,1,54.48
CA-2019-137393,Consumer,COD,Standard Class,Furniture,Furnishings,4,41.6
CA-2019-128818,Consumer,Cards,Standard Class,Office Supplies,Binders,7,85.232
CA-2019-128818,Consumer,Cards,Standard Class,Office Supplies,Labels,3,44.4
CA-2019-128818,Consumer,COD,Standard Class,Furniture,Chairs,4,442.764
CA-2019-128818,Consumer,Online,Standard Class,Technology,Machines,5,3999.95
CA-2019-128818,Consumer,Online,Standard Class,Technology,Accessories,5,199.95
CA-2019-128818,Consumer,COD,Standard Class,Furniture,Furnishings,8,63.68
CA-2019-164672,Corporate,Online,Second Class,Furniture,Furnishings,2,211.96
CA-2019-106530,Consumer,COD,Same Day,Office Supplies,Storage,3,1006.056
CA-2019-106530,Consumer,COD,Same Day,Office Supplies,Paper,2,10.688
CA-2019-106530,Consumer,COD,Same Day,Office Supplies,Paper,2,10.368
CA-2019-106530,Consumer,Cards,Same Day,Office Supplies,Storage,2,25.12
CA-2019-106530,Consumer,Online,Same Day,Technology,Accessories,2,58.112
CA-2019-111696,Consumer,COD,First Class,Office Supplies,Paper,3,17.94
CA-2019-169166,Consumer,Cards,Standard Class,Technology,Accessories,2,93.98
CA-2019-109176,Consumer,Cards,Standard Class,Office Supplies,Envelopes,1,9.344
CA-2019-109176,Consumer,COD,Standard Class,Office Supplies,Art,5,79.36
CA-2019-161158,Home Office,COD,Standard Class,Office Supplies,Art,5,8.0
US-2019-159093,Corporate,Online,Standard Class,Office Supplies,Paper,4,32.04
CA-2019-112382,Consumer,COD,Standard Class,Technology,Phones,2,19.136
CA-2019-159765,Consumer,Online,Second Class,Office Supplies,Art,7,27.86
US-2019-144057,Corporate,Online,Standard Class,Office Supplies,Storage,6,856.656
US-2019-144057,Corporate,Cards,Standard Class,Office Supplies,Binders,4,13.184
US-2019-144057,Corporate,Online,Standard Class,Office Supplies,Appliances,4,48.784
US-2019-144057,Corporate,Cards,Standard Class,Office Supplies,Paper,2,76.64
US-2019-144057,Corporate,COD,Standard Class,Office Supplies,Binders,6,18.528
CA-2019-161543,Consumer,Cards,Standard Class,Office Supplies,Paper,2,11.96
CA-2019-133816,Home Office,Cards,Second Class,Technology,Phones,2,743.988
CA-2019-117625,Consumer,COD,Standard Class,Office Supplies,Envelopes,2,7.072
CA-2019-162733,Consumer,Online,First Class,Office Supplies,Paper,1,5.98
CA-2019-109911,Corporate,Online,Standard Class,Office Supplies,Art,4,10.96
US-2019-101196,Corporate,COD,Standard Class,Office Supplies,Storage,2,82.368
CA-2019-167416,Consumer,COD,Standard Class,Office Supplies,Envelopes,5,54.9
CA-2019-100510,Corporate,Cards,Standard Class,Furniture,Furnishings,3,10.02
CA-2019-100510,Corporate,COD,Standard Class,Technology,Phones,4,631.96
US-2019-123610,Consumer,Cards,Standard Class,Technology,Accessories,6,120.0
US-2019-123610,Consumer,COD,Standard Class,Office Supplies,Appliances,1,8.67
CA-2019-141019,Consumer,Online,Same Day,Furniture,Furnishings,1,79.384
US-2019-148901,Corporate,Online,Standard Class,Office Supplies,Binders,3,57.582
US-2019-148901,Corporate,COD,Standard Class,Office Supplies,Paper,6,31.104
US-2019-148901,Corporate,Online,Standard Class,Furniture,Furnishings,3,30.192
US-2019-148901,Corporate,Cards,Standard Class,Technology,Phones,5,43.6
US-2019-148901,Corporate,COD,Standard Class,Office Supplies,Art,2,4.768
US-2019-148901,Corporate,Cards,Standard Class,Office Supplies,Binders,2,10.38
US-2019-148901,Corporate,COD,Standard Class,Office Supplies,Binders,8,13.392
CA-2019-108224,Corporate,Online,Same Day,Technology,Accessories,7,185.528
US-2019-146570,Home Office,Cards,Standard Class,Office Supplies,Binders,8,511.84
US-2019-146570,Home Office,Online,Standard Class,Office Supplies,Art,4,91.96
US-2019-146570,Home Office,Online,Standard Class,Office Supplies,Art,3,8.34
CA-2019-152408,Consumer,Cards,Standard Class,Office Supplies,Binders,3,13.776
CA-2019-141180,Consumer,Online,Second Class,Office Supplies,Binders,4,7.764
